全国地方公共団体コード,都道府県名,市区町村名,公表_年月日,集計区分,陽性者数
132071,東京都,昭島市,2020-04-08,市区町村,3
132080,東京都,調布市,2020-04-08,市区町村,6
132098,東京都,町田市,2020-04-08,市区町村,20
132101,東京都,小金井市,2020-04-08,市区町村,5
132110,東京都,小平市,2020-04-08,市区町村,5
132128,東京都,日野市,2020-04-08,市区町村,8
132136,東京都,東村山市,2020-04-08,市区町村,1
132144,東京都,国分寺市,2020-04-08,市区町村,2
132152,東京都,国立市,2020-04-08,市区町村,0
132187,東京都,福生市,2020-04-08,市区町村,0
132195,東京都,狛江市,2020-04-08,市区町村,5
132209,東京都,東大和市,2020-04-08,市区町村,3
132217,東京都,清瀬市,2020-04-08,市区町村,1
132225,東京都,東久留米市,2020-04-08,市区町村,2
132233,東京都,武蔵村山市,2020-04-08,市区町村,1
132241,東京都,多摩市,2020-04-08,市区町村,0
132250,東京都,稲城市,2020-04-08,市区町村,3
132276,東京都,羽村市,2020-04-08,市区町村,5
132284,東京都,あきる野市,2020-04-08,市区町村,1
132292,東京都,西東京市,2020-04-08,市区町村,10
133035,東京都,瑞穂町,2020-04-08,市区町村,0
133051,東京都,日の出町,2020-04-08,市区町村,0
133078,東京都,檜原村,2020-04-08,市区町村,0
133086,東京都,奥多摩町,2020-04-08,市区町村,0
133612,東京都,大島町,2020-04-08,市区町村,0
133621,東京都,利島村,2020-04-08,市区町村,0
133639,東京都,新島村,2020-04-08,市区町村,0
133647,東京都,神津島村,2020-04-08,市区町村,0
133817,東京都,三宅村,2020-04-08,市区町村,0
133825,東京都,御蔵島村,2020-04-08,市区町村,0
134015,東京都,八丈町,2020-04-08,市区町村,0
134023,東京都,青ヶ島村,2020-04-08,市区町村,0
134210,東京都,小笠原村,2020-04-08,市区町村,0
,,,2020-04-08,都外,42
,,,2020-04-08,調査中,203
131016,東京都,千代田区,2020-04-09,市区町村,9
131024,東京都,中央区,2020-04-09,市区町村,31
131032,東京都,港区,2020-04-09,市区町村,126
131041,東京都,新宿区,2020-04-09,市区町村,99
131059,東京都,文京区,2020-04-09,市区町村,16
131067,東京都,台東区,2020-04-09,市区町村,40
131075,東京都,墨田区,2020-04-09,市区町村,21
131083,東京都,江東区,2020-04-09,市区町村,39
131091,東京都,品川区,2020-04-09,市区町村,56
131105,東京都,目黒区,2020-04-09,市区町村,54
131113,東京都,大田区,2020-04-09,市区町村,52
131121,東京都,世田谷区,2020-04-09,市区町村,147
131130,東京都,渋谷区,2020-04-09,市区町村,53
131148,東京都,中野区,2020-04-09,市区町村,50
131156,東京都,杉並区,2020-04-09,市区町村,77
131164,東京都,豊島区,2020-04-09,市区町村,39
131172,東京都,北区,2020-04-09,市区町村,16
131181,東京都,荒川区,2020-04-09,市区町村,8
131199,東京都,板橋区,2020-04-09,市区町村,32
131202,東京都,練馬区,2020-04-09,市区町村,52
131211,東京都,足立区,2020-04-09,市区町村,33
131229,東京都,葛飾区,2020-04-09,市区町村,34
131237,東京都,江戸川区,2020-04-09,市区町村,21
132012,東京都,八王子市,2020-04-09,市区町村,11
132021,東京都,立川市,2020-04-09,市区町村,5
132039,東京都,武蔵野市,2020-04-09,市区町村,5
132047,東京都,三鷹市,2020-04-09,市区町村,12
132055,東京都,青梅市,2020-04-09,市区町村,1
132063,東京都,府中市,2020-04-09,市区町村,6
132071,東京都,昭島市,2020-04-09,市区町村,3
132080,東京都,調布市,2020-04-09,市区町村,8
132098,東京都,町田市,2020-04-09,市区町村,20
132101,東京都,小金井市,2020-04-09,市区町村,5
132110,東京都,小平市,2020-04-09,市区町村,6
132128,東京都,日野市,2020-04-09,市区町村,9
132136,東京都,東村山市,2020-04-09,市区町村,1
132144,東京都,国分寺市,2020-04-09,市区町村,3
132152,東京都,国立市,2020-04-09,市区町村,2
132187,東京都,福生市,2020-04-09,市区町村,0
132195,東京都,狛江市,2020-04-09,市区町村,5
132209,東京都,東大和市,2020-04-09,市区町村,3
132217,東京都,清瀬市,2020-04-09,市区町村,2
132225,東京都,東久留米市,2020-04-09,市区町村,2
132233,東京都,武蔵村山市,2020-04-09,市区町村,1
132241,東京都,多摩市,2020-04-09,市区町村,0
132250,東京都,稲城市,2020-04-09,市区町村,3
132276,東京都,羽村市,2020-04-09,市区町村,5
132284,東京都,あきる野市,2020-04-09,市区町村,1
132292,東京都,西東京市,2020-04-09,市区町村,10
133035,東京都,瑞穂町,2020-04-09,市区町村,0
133051,東京都,日の出町,2020-04-09,市区町村,0
133078,東京都,檜原村,2020-04-09,市区町村,0
133086,東京都,奥多摩町,2020-04-09,市区町村,0
133612,東京都,大島町,2020-04-09,市区町村,0
133621,東京都,利島村,2020-04-09,市区町村,0
133639,東京都,新島村,2020-04-09,市区町村,0
133647,東京都,神津島村,2020-04-09,市区町村,0
133817,東京都,三宅村,2020-04-09,市区町村,0
133825,東京都,御蔵島村,2020-04-09,市区町村,0
134015,東京都,八丈町,2020-04-09,市区町村,0
134023,東京都,青ヶ島村,2020-04-09,市区町村,0
134210,東京都,小笠原村,2020-04-09,市区町村,0
,,,2020-04-09,都外,46
,,,2020-04-09,調査中,236
131016,東京都,千代田区,2020-04-10,市区町村,10
131024,東京都,中央区,2020-04-10,市区町村,33
131032,東京都,港区,2020-04-10,市区町村,143
131041,東京都,新宿区,2020-04-10,市区町村,133
131059,東京都,文京区,2020-04-10,市区町村,20
131067,東京都,台東区,2020-04-10,市区町村,42
131075,東京都,墨田区,2020-04-10,市区町村,24
131083,東京都,江東区,2020-04-10,市区町村,44
131091,東京都,品川区,2020-04-10,市区町村,70
131105,東京都,目黒区,2020-04-10,市区町村,56
131113,東京都,大田区,2020-04-10,市区町村,58
131121,東京都,世田谷区,2020-04-10,市区町村,173
131130,東京都,渋谷区,2020-04-10,市区町村,64
131148,東京都,中野区,2020-04-10,市区町村,53
131156,東京都,杉並区,2020-04-10,市区町村,85
131164,東京都,豊島区,2020-04-10,市区町村,45
131172,東京都,北区,2020-04-10,市区町村,17
131181,東京都,荒川区,2020-04-10,市区町村,10
131199,東京都,板橋区,2020-04-10,市区町村,37
131202,東京都,練馬区,2020-04-10,市区町村,54
131211,東京都,足立区,2020-04-10,市区町村,35
131229,東京都,葛飾区,2020-04-10,市区町村,35
131237,東京都,江戸川区,2020-04-10,市区町村,25
132012,東京都,八王子市,2020-04-10,市区町村,13
132021,東京都,立川市,2020-04-10,市区町村,5
132039,東京都,武蔵野市,2020-04-10,市区町村,6
132047,東京都,三鷹市,2020-04-10,市区町村,12
132055,東京都,青梅市,2020-04-10,市区町村,1
132063,東京都,府中市,2020-04-10,市区町村,6
132071,東京都,昭島市,2020-04-10,市区町村,3
132080,東京都,調布市,2020-04-10,市区町村,9
132098,東京都,町田市,2020-04-10,市区町村,20
132101,東京都,小金井市,2020-04-10,市区町村,8
132110,東京都,小平市,2020-04-10,市区町村,6
132128,東京都,日野市,2020-04-10,市区町村,10
132136,東京都,東村山市,2020-04-10,市区町村,1
132144,東京都,国分寺市,2020-04-10,市区町村,3
132152,東京都,国立市,2020-04-10,市区町村,2
132187,東京都,福生市,2020-04-10,市区町村,0
132195,東京都,狛江市,2020-04-10,市区町村,6
132209,東京都,東大和市,2020-04-10,市区町村,4
132217,東京都,清瀬市,2020-04-10,市区町村,3
132225,東京都,東久留米市,2020-04-10,市区町村,3
132233,東京都,武蔵村山市,2020-04-10,市区町村,1
132241,東京都,多摩市,2020-04-10,市区町村,0
132250,東京都,稲城市,2020-04-10,市区町村,4
132276,東京都,羽村市,2020-04-10,市区町村,5
132284,東京都,あきる野市,2020-04-10,市区町村,1
132292,東京都,西東京市,2020-04-10,市区町村,10
133035,東京都,瑞穂町,2020-04-10,市区町村,0
133051,東京都,日の出町,2020-04-10,市区町村,0
133078,東京都,檜原村,2020-04-10,市区町村,0
133086,東京都,奥多摩町,2020-04-10,市区町村,0
133612,東京都,大島町,2020-04-10,市区町村,0
133621,東京都,利島村,2020-04-10,市区町村,0
133639,東京都,新島村,2020-04-10,市区町村,0
133647,東京都,神津島村,2020-04-10,市区町村,0
133817,東京都,三宅村,2020-04-10,市区町村,0
133825,東京都,御蔵島村,2020-04-10,市区町村,0
134015,東京都,八丈町,2020-04-10,市区町村,0
134023,東京都,青ヶ島村,2020-04-10,市区町村,0
134210,東京都,小笠原村,2020-04-10,市区町村,0
,,,2020-04-10,都外,48
,,,2020-04-10,調査中,249
131016,東京都,千代田区,2020-04-11,市区町村,10
131024,東京都,中央区,2020-04-11,市区町村,35
131032,東京都,港区,2020-04-11,市区町村,155
131041,東京都,新宿区,2020-04-11,市区町村,139
131059,東京都,文京区,2020-04-11,市区町村,22
131067,東京都,台東区,2020-04-11,市区町村,46
131075,東京都,墨田区,2020-04-11,市区町村,25
131083,東京都,江東区,2020-04-11,市区町村,51
131091,東京都,品川区,2020-04-11,市区町村,84
131105,東京都,目黒区,2020-04-11,市区町村,58
131113,東京都,大田区,2020-04-11,市区町村,65
131121,東京都,世田谷区,2020-04-11,市区町村,191
131130,東京都,渋谷区,2020-04-11,市区町村,69
131148,東京都,中野区,2020-04-11,市区町村,62
131156,東京都,杉並区,2020-04-11,市区町村,92
131164,東京都,豊島区,2020-04-11,市区町村,49
131172,東京都,北区,2020-04-11,市区町村,19
131181,東京都,荒川区,2020-04-11,市区町村,11
131199,東京都,板橋区,2020-04-11,市区町村,38
131202,東京都,練馬区,2020-04-11,市区町村,60
131211,東京都,足立区,2020-04-11,市区町村,44
131229,東京都,葛飾区,2020-04-11,市区町村,44
131237,東京都,江戸川区,2020-04-11,市区町村,39
132012,東京都,八王子市,2020-04-11,市区町村,15
132021,東京都,立川市,2020-04-11,市区町村,8
132039,東京都,武蔵野市,2020-04-11,市区町村,7
132047,東京都,三鷹市,2020-04-11,市区町村,13
132055,東京都,青梅市,2020-04-11,市区町村,2
132063,東京都,府中市,2020-04-11,市区町村,10
132071,東京都,昭島市,2020-04-11,市区町村,3
132080,東京都,調布市,2020-04-11,市区町村,12
132098,東京都,町田市,2020-04-11,市区町村,21
132101,東京都,小金井市,2020-04-11,市区町村,8
132110,東京都,小平市,2020-04-11,市区町村,6
132128,東京都,日野市,2020-04-11,市区町村,11
132136,東京都,東村山市,2020-04-11,市区町村,1
132144,東京都,国分寺市,2020-04-11,市区町村,3
132152,東京都,国立市,2020-04-11,市区町村,2
132187,東京都,福生市,2020-04-11,市区町村,0
132195,東京都,狛江市,2020-04-11,市区町村,7
132209,東京都,東大和市,2020-04-11,市区町村,4
132217,東京都,清瀬市,2020-04-11,市区町村,3
132225,東京都,東久留米市,2020-04-11,市区町村,3
132233,東京都,武蔵村山市,2020-04-11,市区町村,1
132241,東京都,多摩市,2020-04-11,市区町村,5
132250,東京都,稲城市,2020-04-11,市区町村,4
132276,東京都,羽村市,2020-04-11,市区町村,5
132284,東京都,あきる野市,2020-04-11,市区町村,1
132292,東京都,西東京市,2020-04-11,市区町村,11
133035,東京都,瑞穂町,2020-04-11,市区町村,0
133051,東京都,日の出町,2020-04-11,市区町村,0
133078,東京都,檜原村,2020-04-11,市区町村,0
133086,東京都,奥多摩町,2020-04-11,市区町村,0
133612,東京都,大島町,2020-04-11,市区町村,0
133621,東京都,利島村,2020-04-11,市区町村,0
133639,東京都,新島村,2020-04-11,市区町村,0
133647,東京都,神津島村,2020-04-11,市区町村,0
133817,東京都,三宅村,2020-04-11,市区町村,0
133825,東京都,御蔵島村,2020-04-11,市区町村,0
134015,東京都,八丈町,2020-04-11,市区町村,0
134023,東京都,青ヶ島村,2020-04-11,市区町村,0
134210,東京都,小笠原村,2020-04-11,市区町村,0
,,,2020-04-11,都外,50
,,,2020-04-11,調査中,278
131016,東京都,千代田区,2020-04-12,市区町村,11
131024,東京都,中央区,2020-04-12,市区町村,36
131032,東京都,港区,2020-04-12,市区町村,158
131041,東京都,新宿区,2020-04-12,市区町村,164
131059,東京都,文京区,2020-04-12,市区町村,23
131067,東京都,台東区,2020-04-12,市区町村,47
131075,東京都,墨田区,2020-04-12,市区町村,26
131083,東京都,江東区,2020-04-12,市区町村,51
131091,東京都,品川区,2020-04-12,市区町村,90
131105,東京都,目黒区,2020-04-12,市区町村,63
131113,東京都,大田区,2020-04-12,市区町村,66
131121,東京都,世田谷区,2020-04-12,市区町村,195
131130,東京都,渋谷区,2020-04-12,市区町村,71
131148,東京都,中野区,2020-04-12,市区町村,66
131156,東京都,杉並区,2020-04-12,市区町村,92
131164,東京都,豊島区,2020-04-12,市区町村,49
131172,東京都,北区,2020-04-12,市区町村,20
131181,東京都,荒川区,2020-04-12,市区町村,13
131199,東京都,板橋区,2020-04-12,市区町村,46
131202,東京都,練馬区,2020-04-12,市区町村,59
131211,東京都,足立区,2020-04-12,市区町村,45
131229,東京都,葛飾区,2020-04-12,市区町村,44
131237,東京都,江戸川区,2020-04-12,市区町村,43
132012,東京都,八王子市,2020-04-12,市区町村,16
132021,東京都,立川市,2020-04-12,市区町村,8
132039,東京都,武蔵野市,2020-04-12,市区町村,7
132047,東京都,三鷹市,2020-04-12,市区町村,13
132055,東京都,青梅市,2020-04-12,市区町村,2
132063,東京都,府中市,2020-04-12,市区町村,10
132071,東京都,昭島市,2020-04-12,市区町村,3
132080,東京都,調布市,2020-04-12,市区町村,12
132098,東京都,町田市,2020-04-12,市区町村,22
132101,東京都,小金井市,2020-04-12,市区町村,8
132110,東京都,小平市,2020-04-12,市区町村,6
132128,東京都,日野市,2020-04-12,市区町村,11
132136,東京都,東村山市,2020-04-12,市区町村,1
132144,東京都,国分寺市,2020-04-12,市区町村,3
132152,東京都,国立市,2020-04-12,市区町村,2
132187,東京都,福生市,2020-04-12,市区町村,0
132195,東京都,狛江市,2020-04-12,市区町村,7
132209,東京都,東大和市,2020-04-12,市区町村,4
132217,東京都,清瀬市,2020-04-12,市区町村,5
132225,東京都,東久留米市,2020-04-12,市区町村,5
132233,東京都,武蔵村山市,2020-04-12,市区町村,1
132241,東京都,多摩市,2020-04-12,市区町村,5
132250,東京都,稲城市,2020-04-12,市区町村,4
132276,東京都,羽村市,2020-04-12,市区町村,5
132284,東京都,あきる野市,2020-04-12,市区町村,1
132292,東京都,西東京市,2020-04-12,市区町村,11
133035,東京都,瑞穂町,2020-04-12,市区町村,0
133051,東京都,日の出町,2020-04-12,市区町村,0
133078,東京都,檜原村,2020-04-12,市区町村,0
133086,東京都,奥多摩町,2020-04-12,市区町村,0
133612,東京都,大島町,2020-04-12,市区町村,0
133621,東京都,利島村,2020-04-12,市区町村,0
133639,東京都,新島村,2020-04-12,市区町村,0
